"Year","Category","Nominee(s)","Nominator(s)"
"1919","Physics","Percy Bridgman","Edward Pickering"
"1919","Physics","Albert Einstein","Svante Arrhenius"
"1919","Physics","Albert Einstein
 Hendrik Lorentz","Max von Laue"
"1919","Physics","Max Planck
 Arnold Sommerfeld","Max von Laue"
"1919","Physics","Albert Einstein
 Friedrich Paschen
 Max Planck","Edgar Meyer"
"1919","Physics","Albert Einstein","Max Planck"
"1919","Physics","Albert Einstein","Emil Warburg"
"1919","Physics","Georges Gouy","Alfred Angot"
"1919","Physics","Martin Knudsen","Kristian Prytz"
"1919","Physics","Otto Lehmann","Carl Benedicks"
"1919","Physics","Robert Millikan","William Campbell"
"1919","Physics","Robert Millikan","George Hale"
"1919","Physics","Robert Millikan","Charles van Hise"
"1919","Physics","Robert Millikan","Albert Michelson"
"1919","Physics","Robert Millikan","Henry Osborn"
"1919","Physics","Robert Millikan","Theodore Richards"
"1919","Physics","Peder Pedersen
 Valdemar Poulsen","Absalon Larsen"
"1919","Physics","Peder Pedersen
 Valdemar Poulsen","William Rung"
"1919","Physics","Jean Perrin
 Theodor Svedberg","Christopher Aurivillius"
"1919","Physics","Max Planck","Max Born"
"1919","Physics","Max Planck","Albert Einstein"
"1919","Physics","Augusto Righi","Giacomo Ciamician"
"1919","Physics","Augusto Righi","Camillo Golgi"
"1919","Physics","Augusto Righi","Albin Haller"
"1919","Physics","Fernando Sanford","David Jordan"
"1919","Physics","Arnold Sommerfeld","Karl von Goebel"
"1919","Physics","Johannes Stark","Philipp E.A. v. Lenard"
"1920","Physics","Walter Adams","Alfred Fowler"
"1920","Physics","Carl Barus
 Robert Millikan
 Robert Wood","Henry Osborn"
"1920","Physics","Niels Bohr","Max von Laue"
"1920","Physics","Niels Bohr","Friedrich Neesen"
"1920","Physics","Niels Bohr
 Arnold Sommerfeld","Wilhelm Wien"
"1920","Physics","Aimé Cotton","Jules Bordet"
"1920","Physics","Albert Einstein","Niels Bohr"
"1920","Physics","Albert Einstein","Wilhelm Julius"
"1920","Physics","Albert Einstein","Heike Kamerlingh Onnes"
"1920","Physics","Albert Einstein","Hendrik Lorentz"
"1920","Physics","Albert Einstein","Leonard Ornstein"
"1920","Physics","Albert Einstein","Wilhelm von Waldeyer-Hartz"
"1920","Physics","Albert Einstein","Emil Warburg"
"1920","Physics","Albert Einstein","Pieter Zeeman"
"1920","Physics","Charles Guillaume","Charles Guye"
"1920","Physics","Martin Knudsen","Kristian Prytz"
"1920","Physics","Otto Lehmann","Carl Benedicks"
"1920","Physics","Auguste Lumière
 Louis Lumière","Henry Le Châtelier"
"1920","Physics","Robert Millikan","Theodore Richards"
"1920","Physics","Peder Pedersen
 Valdemar Poulsen","Absalon Larsen"
"1920","Physics","Peder Pedersen
 Valdemar Poulsen","William Rung"
"1920","Physics","Jean Perrin","Pierre Weiss"
"1920","Physics","Valdemar Poulsen","Peder Pedersen"
"1920","Physics","Augusto Righi","Pietro Burgatti"
"1920","Physics","Augusto Righi","Giacomo Ciamician"
"1920","Physics","Augusto Righi","Luigi Donati"
"1920","Physics","Augusto Righi","Camillo Golgi"
"1920","Physics","Fernando Sanford","David Jordan"
"1921","Physics","Carl Barus","Alexander McAdie"
"1921","Physics","Niels Bohr","Max von Laue"
"1921","Physics","Hugh Callendar","Alfred Fowler"
"1921","Physics","Petrus Debye","Giacomo Ciamician"
"1921","Physics","Albert Einstein","Carl Charlier"
"1921","Physics","Albert Einstein","Hans Dällenbach"
"1921","Physics","Albert Einstein","Sir Arthur Eddington"
"1921","Physics","Albert Einstein","Arthur Haas"
"1921","Physics","Albert Einstein
 Jean Perrin","Jacques Hadamard"
"1921","Physics","Albert Einstein","George Jaffé"
"1921","Physics","Albert Einstein","Theodore Lyman"
"1921","Physics","Albert Einstein","Erich Marx"
"1921","Physics","Albert Einstein","Gunnar Nordström"
"1921","Physics","Albert Einstein","Carl Oseen"
"1921","Physics","Albert Einstein","Max Planck"
"1921","Physics","Albert Einstein","Charles Walcott"
"1921","Physics","Albert Einstein","Emil Warburg"
"1921","Physics","Albert Einstein","Otto Wiener"
"1921","Physics","Ernst Gehrcke","Philipp E.A. v. Lenard"
"1921","Physics","Martin Knudsen","Kristian Prytz"
"1921","Physics","Paul Langevin","Albin Haller"
"1921","Physics","Otto Lehmann","Carl Benedicks"
"1921","Physics","Auguste Lumière
 Louis Lumière","Henry Le Châtelier"
"1921","Physics","Robert Millikan","Henry Osborn"
"1921","Physics","Walther Nernst","Robert Wenger"
"1921","Physics","Peder Pedersen
 Valdemar Poulsen","Absalon Larsen"
"1921","Physics","Peder Pedersen
 Valdemar Poulsen","William Rung"
"1921","Physics","Jean Perrin","Charles Guillaume"
"1921","Physics","Jean Perrin","Pierre Weiss"
"1921","Physics","Valdemar Poulsen","Peder Pedersen"
"1921","Physics","Pierre Weiss","Helios Ollivier"
"1922","Physics","George Hale
 Robert Millikan","Charles Walcott"
"1922","Physics","Charles Abbot
 Francis Aston
 William Coolidge","Charles Walcott"
"1922","Physics","Francis Aston","Leo Graetz"
"1922","Physics","Francis Aston
 Robert Millikan","Theodore Richards"
"1922","Physics","Niels Bohr","Sir William Lawrence Bragg"
"1922","Physics","Niels Bohr
 Albert Einstein","Max von Laue"
"1922","Physics","Niels Bohr
 Petrus Debye","Julius Lilienfeld"
"1922","Physics","Niels Bohr
 Albert Einstein
 Arnold Sommerfeld","Stefan Meyer"
"1922","Physics","Niels Bohr
 Arnold Sommerfeld","Karl Lindman"
"1922","Physics","Niels Bohr","Robert Millikan"
"1922","Physics","Albert Einstein
 Niels Bohr","Max Planck"
"1922","Physics","Niels Bohr","Wilhelm Röntgen"
"1922","Physics","Niels Bohr","Ernest Lord Rutherford"
"1922","Physics","Niels Bohr
 Arnold Sommerfeld","August Schmauss"
"1922","Physics","Niels Bohr
 Arnold Sommerfeld","Hjalmar Tallqvist"
"1922","Physics","Aimé Cotton","Jules Bordet"
"1922","Physics","Paul Langevin
 Jean Perrin
 Pierre Weiss","Marcel Brillouin"
"1922","Physics","Albert Einstein
 Charles Fabry
 Georges Gouy","Marcel Brillouin"
"1922","Physics","Albert Einstein","Théophile de Donder"
"1922","Physics","Albert Einstein","Felix Ehrenhaft"
"1922","Physics","Albert Einstein
 George Hale","Robert Emden"
"1922","Physics","Albert Einstein
 Jean Perrin","Jacques Hadamard"
"1922","Physics","Albert Einstein","Paul Langevin"
"1922","Physics","Albert Einstein
 Friedrich Paschen","Edgar Meyer"
"1922","Physics","Albert Einstein","Bernhard Naunyn"
"1922","Physics","Albert Einstein","Gunnar Nordström"
"1922","Physics","Albert Einstein","Carl Oseen"
"1922","Physics","Albert Einstein","Edward Poulton"
"1922","Physics","Albert Einstein","Arnold Sommerfeld"
"1922","Physics","Albert Einstein","Ernst Wagner"
"1922","Physics","Albert Einstein","Emil Warburg"
"1922","Physics","Charles Fabry
 Robert Millikan","Edwin Frost"
"1922","Physics","Leo Graetz","Georg von Mayr"
"1922","Physics","George Hale","Antonio Lo Surdo"
"1922","Physics","George Hale","Vito Volterra"
"1922","Physics","Paul Langevin","Albin Haller"
"1922","Physics","Otto Lehmann","Carl Benedicks"
"1922","Physics","Auguste Lumière
 Louis Lumière","Henry Le Châtelier"
"1922","Physics","Robert Millikan","George Hale"
"1922","Physics","Friedrich Paschen","Henry Gale"
"1922","Physics","Friedrich Paschen","Oscar Knoblauch"
"1922","Physics","Friedrich Paschen","Wilhelm Wien"
"1922","Physics","Friedrich Paschen","Jonathan Zenneck"
"1922","Physics","Peder Pedersen
 Valdemar Poulsen","Absalon Larsen"
"1922","Physics","Peder Pedersen
 Valdemar Poulsen","William Rung"
"1922","Physics","Jean Perrin","Charles Guillaume"
"1922","Physics","Ernest Lord Rutherford","Theodor Svedberg"
"1923","Physics","Vilhelm Bjerknes","Sem Saeland"
"1923","Physics","Henri Deslandres
 George Hale","Vilhelm Carlheim-Gyllensköld"
"1923","Physics","James Franck","Max von Laue"
"1923","Physics","Wolfgang Gaede","Johannes Stark"
"1923","Physics","Ernst Gehrcke","Philipp E.A. v. Lenard"
"1923","Physics","George Hale","Gustav Jäger"
"1923","Physics","Friedrich Paschen
 Robert Millikan","Erwin Meyer"
"1923","Physics","Friedrich Paschen
 Arnold Sommerfeld","Max Planck"
"1923","Physics","Friedrich Paschen","Wilhelm Wien"
"1923","Physics","Peder Pedersen
 Valdemar Poulsen","Absalon Larsen"
"1923","Physics","Peder Pedersen
 Valdemar Poulsen","William Rung"
"1923","Physics","Jean Perrin","Charles Guillaume"
"1923","Physics","Jean Perrin","Jacques Hadamard"
"1923","Physics","Ernest Lord Rutherford","Theodor Svedberg"
"1923","Physics","Arnold Sommerfeld","Bernhard Naunyn"
"1923","Physics","Albert Einstein","Gustav Jäger"
"1923","Physics","Albert Einstein","Walther Nernst"
"1923","Physics","Kasimir Fajans
 Frederick Soddy","Emil Warburg"
"1924","Physics","Vilhelm Bjerknes","Otto Wiener"
"1924","Physics","Percy Bridgman","Theodore Richards"
"1924","Physics","Petrus Debye","Walther Nernst"
"1924","Physics","Petrus Debye","Emil Warburg"
"1924","Physics","James Franck","Niels Bohr"
"1924","Physics","James Franck
 Gustav Hertz","Albert Einstein"
"1924","Physics","James Franck","Max von Laue"
"1924","Physics","James Franck
 Friedrich Paschen
 Robert Wood","Erwin Meyer"
"1924","Physics","Wolfgang Gaede","Johannes Stark"
"1924","Physics","Ernst Gehrcke","Philipp E.A. v. Lenard"
"1924","Physics","Leo Graetz","Georg von Mayr"
"1924","Physics","George Hale","John Bates Clark"
"1924","Physics","Philipp E.A. v. Lenard
 Friedrich Paschen","Wilhelm Wien"
"1924","Physics","Auguste Lumière
 Louis Lumière","Henry Le Châtelier"
"1924","Physics","Friedrich Paschen
 Arnold Sommerfeld","Orest Khvol´son"
"1924","Physics","Friedrich Paschen","Erwin Schrödinger"
"1924","Physics","Jean Perrin","Eugène Bloch"
"1924","Physics","Jean Perrin","Charles Guillaume"
"1924","Physics","Jean Perrin
 Sir Owen Richardson","Jacques Hadamard"
"1924","Physics","Jean Perrin","Heike Kamerlingh Onnes"
"1924","Physics","Jean Perrin","Hendrik Lorentz"
"1924","Physics","Jean Perrin","Pieter Zeeman"
"1924","Physics","Jules Richard","Alfred Angot"
"1924","Physics","Ernest Lord Rutherford","David Jordan"
"1924","Physics","William Shaw","Alexander McAdie"
"1924","Physics","Sir John Townsend
 Pierre Weiss","Jean Perrin"
"1924","Physics","Charles Wilson","Hugh Newall"
"1924","Physics","Charles Wilson","Ernest Lord Rutherford"
"1924","Physics","Charles Wilson","Sir Joseph Thomson"
"1924","Physics","Robert Wood","George Jaffé"
"1924","Physics","Robert Wood","Theodore Lyman"
"1924","Physics","Robert Wood","Erich Marx"
"1925","Physics","Prince Louis-Victor de Broglie
 Maurice de Broglie","Orest Khvol´son"
"1925","Physics","Arthur Compton","Henry Gale"
"1925","Physics","Aimé Cotton","Jules Bordet"
"1925","Physics","Petrus Debye
 Arnold Sommerfeld","August Schmauss"
"1925","Physics","Petrus Debye","Emil Warburg"
"1925","Physics","George Hale
 Charles Fabry
 Robert Wood","Edwin Frost"
"1925","Physics","John Fleming","Sir William Henry Bragg"
"1925","Physics","John Fleming","Sir William Lawrence Bragg"
"1925","Physics","John Fleming","Guglielmo Marconi"
"1925","Physics","James Franck","Niels Bohr"
"1925","Physics","James Franck
 Arnold Sommerfeld","Ludwig Plate"
"1925","Physics","Wolfgang Gaede","Leo Graetz"
"1925","Physics","Arnold Sommerfeld
 Wolfgang Gaede","Gustav Jäger"
"1925","Physics","Walter Gerlach
 Otto Stern","Ernst Wagner"
"1925","Physics","Paul Langevin","Albin Haller"
"1925","Physics","Philipp E.A. v. Lenard
 Friedrich Paschen
 Robert Wood","Wilhelm Wien"
